,1st_committer,committers
10,xiaour.zhang,"['xiaour.zhang', 'lzLee', 'Max', 'Rebecca', '_eternal_flame', 'Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
11,lzLee,"['lzLee', 'Max', 'Rebecca', '_eternal_flame', 'Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
12,Max,"['Max', 'Rebecca', '_eternal_flame', 'Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
13,Rebecca,"['Rebecca', '_eternal_flame', 'Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
14,_eternal_flame,"['_eternal_flame', 'Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
15,Sortinn,"['Sortinn', '靳阳', '张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
16,靳阳,"['靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
17,张利君,"['张利君', 'chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
18,chenjiayang,"['chenjiayang', 'justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
19,justlive1,"['justlive1', 'liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
20,liurongdev,"['liurongdev', 'feng qijun', 'Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
21,feng qijun,"['feng qijun', 'xxc', 'Penn(PingGuo)', 'aCoder2013', 'xingxuechao', 'ethon', 'nkorange', 'pader', 'fudali', 'wanglei1', '敦谷', '王彦民', 'liaozan', 'hanxie', 'cloud.huang', '小马哥', 'caogu.wyp@alibaba-inc.com', 'universefeeler', 'LoadChange', 'gqxie', 'Zhen Tang', 'mercyblitz', 'hxy1991', 'xiaochun.xxc', 'anjia0532', 'crystonesc', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
22,Yongzhi Yang,"['Yongzhi Yang', '高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
23,高鹏,"['高鹏', 'Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
24,Jiawei,"['Jiawei', 'neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
25,neverX2017,"['neverX2017', 'Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
26,Nightingale07,"['Nightingale07', 'lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
27,lewis,"['lewis', 'SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
28,SnailClimb,"['SnailClimb', 'Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
29,Silverados,"['Silverados', 'Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
30,Gene,"['Gene', 'DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
31,DennisMi,"['DennisMi', '木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
32,木木匠,"['木木匠', 'tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
33,tecyang,"['tecyang', 'geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
34,geyingauv,"['geyingauv', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
35,,[None]
36,vic,"['vic', '0xflotus', 'BlueT', 'bohr.qiu', 'garenchan', 'Liwei', '15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
37,0xflotus,"['0xflotus', 'wuyoushan', 'yanlinly', 'xiaomage', 'yangyshdan', 'TsingLiang', 'UfukOzcelik', 'zhichen', 'water.lyl', 'qingliang.ql', 'javartisan', 'FrankBian', 'dungu.zpf', 'zhanglong', 'wfnuser', 'pguo', 'Asa', 'lingwei.clw', 'mingyixu', 'leitao1', 'yanj0609', 'Fury Zhu', 'ankeway', 'wyp12', 'Keep', 'kaitai.zj', 'yuwenlong', 'JianweiWang', 'zhangrenjie', 'xuechaos', 'feng qijun', 'xxc', 'Penn(PingGuo)', 'aCoder2013', 'xingxuechao', 'ethon', 'nkorange', 'pader', 'fudali', 'wanglei1', '敦谷', '王彦民', 'liaozan', 'hanxie', 'cloud.huang', '小马哥', 'caogu.wyp@alibaba-inc.com', 'universefeeler', 'LoadChange', 'gqxie', 'Zhen Tang', 'mercyblitz', 'hxy1991', 'xiaochun.xxc', 'anjia0532', 'crystonesc', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
38,BlueT,"['BlueT', 'bohr.qiu', 'garenchan', 'Liwei', '15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
39,bohr.qiu,"['bohr.qiu', 'garenchan', 'Liwei', '15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
40,garenchan,"['garenchan', 'Liwei', '15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
41,Liwei,"['Liwei', '15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
42,15101596893,"['15101596893', 'bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
43,bohr,"['bohr', 'Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
44,Hearen,"['Hearen', 'xujiang', 'lizhi', 'LHearen', 'Nitish', 'AnJia', 'earayu', '靳阳', 'hengyunabc', 'lyghzh', '静宏', 'Huxing Zhang', 'Nithyanandan Natchimuthu', 'ted-wq-x', 'linhongyu', 'Sergio Escalante', 'nzomkxia', 'beiwei30', 'alfredzouang', 'Alexander Minderov', 'Windshear', 'hfb', 'misselvexu', '横云断岭', '姑胥', 'Bruce', 'shenhj2016', 'ufukoz', 'flyonsnow', 'Ian Luo', 'Brijesh Prasad', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
